Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Satadal Travels,A/C Seater (2+2),14:56:00,18:15:00,03h 19m,185.0,35 Seats available,3.8,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
Diamond City Service,A/C Executive (2+3),15:10:00,18:55:00,03h 45m,170.0,40 Seats available,4.5,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
Droupadi City Service,A/C Seater (2+3),15:20:00,18:10:00,02h 50m,180.0,60 Seats available,3.0,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
Swapna Paribahan,Non AC Seater (2+3),16:55:00,21:25:00,04h 30m,150.0,20 Seats available,3.0,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
KRISHNAKALI,A/C Seater (2+3),14:45:00,17:30:00,02h 45m,165.0,61 Seats available,2.2,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
Droupadi Bus Service,Non AC Seater (2+3),16:20:00,19:10:00,02h 50m,121.0,52 Seats available,2.2,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),06:00:00,09:15:00,03h 15m,486.0,11 Seats available,4.5,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),06:00:00,09:15:00,03h 15m,486.0,11 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),06:15:00,09:30:00,03h 15m,486.0,21 Seats available,4.4,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),06:15:00,09:30:00,03h 15m,486.0,21 Seats available,3.3,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),06:30:00,09:45:00,03h 15m,486.0,25 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
Express Line (Karunamoyee),Volvo 9600 A/C Seater (2+2),06:30:00,10:15:00,03h 45m,486.0,19 Seats available,4.6,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
Express Line (Karunamoyee),Volvo 9600 A/C Seater (2+2),06:31:00,10:15:00,03h 44m,486.0,19 Seats available,4.5,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),07:00:00,10:30:00,03h 30m,486.0,17 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),07:00:00,10:30:00,03h 30m,486.0,18 Seats available,4.2,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
Express Line,Volvo 9600 A/C Seater (2+2),07:05:00,10:20:00,03h 15m,486.0,29 Seats available,4.7,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
WBTC (CTC) KOLKATA - JOYRAMBATI - BISHNUPUR - 123|06:00,Non AC Seater (2+3),06:00:00,09:00:00,03h 00m,69.0,44 Seats available,2.8,https://www.redbus.in/bus-tickets/kolkata-to-arambagh-west-bengal,Kolkata to Arambagh (West Bengal)
Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),07:30:00,11:55:00,04h 25m,599.0,7 Seats available,4.5,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),23:30:00,04:30:00,05h 00m,350.0,32 Seats available,4.5,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Express Line,Volvo 9600 A/C Seater (2+2),23:45:00,04:45:00,05h 00m,349.0,34 Seats available,4.2,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
AdSagufta Travels(Angel),A/C Seater (2+2),23:58:00,05:10:00,05h 12m,347.0,24 Seats available,3.9,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),07:15:00,12:00:00,04h 45m,625.0,14 Seats available,4.5,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),06:21:00,10:50:00,04h 29m,448.0,10 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Maa Chandi Travels,A/C Seater / Sleeper (2+2),22:00:00,05:30:00,07h 30m,400.0,39 Seats available,4.2,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Greenline,Volvo A/C Seater (2+2),06:45:00,11:45:00,05h 00m,750.0,1 Seat available,4.4,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Mayuri Express,AC Seater (2+2),23:15:00,04:30:00,05h 15m,341.0,25 Seats available,4.1,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Maa Chandi Travels,A/C Seater / Sleeper (2+2),23:57:00,05:10:00,05h 13m,400.0,39 Seats available,4.1,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),13:45:00,18:15:00,04h 30m,299.0,22 Seats available,4.5,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
Greenline,Volvo A/C Seater (2+2),13:30:00,18:15:00,04h 45m,300.0,32 Seats available,4.5,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),13:30:00,18:25:00,04h 55m,337.0,34 Seats available,4.4,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
Express Line,Volvo 9600 A/C Seater (2+2),10:25:00,15:20:00,04h 55m,349.0,5 Seats available,4.1,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
Mayuri Express,A/C Seater (2+3),11:15:00,16:00:00,04h 45m,270.0,49 Seats available,4.2,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),13:45:00,18:55:00,05h 10m,330.0,27 Seats available,4.3,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),09:50:00,15:20:00,05h 30m,366.0,19 Seats available,3.8,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
Monikanchan Bus Service,A/C Seater (2+3),12:50:00,17:00:00,04h 10m,338.0,54 Seats available,3.5,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
Mayuri Express,AC Seater (2+2),10:30:00,15:30:00,05h 00m,270.0,44 Seats available,3.8,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
Maa Chandi Travels,A/C Seater / Sleeper (2+2),14:30:00,19:10:00,04h 40m,400.0,1 Seat available,3.8,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
City Queen Bus Service,Non AC Seater (2+2),20:50:00,02:00:00,05h 10m,250.0,14 Seats available,3.5,https://www.redbus.in/bus-tickets/kolkata-to-bankura,Kolkata to Bankura
City Queen Bus Service,Non AC Seater (2+2),21:30:00,03:30:00,06h 00m,285.0,18 Seats available,2.3,https://www.redbus.in/bus-tickets/kolkata-to-bankura,Kolkata to Bankura
WBTC (CTC) Barasat-Midnapur - 208|08:10,Non AC Seater (2+3),08:10:00,10:00:00,01h 50m,105.0,40 Seats available,2.7,https://www.redbus.in/bus-tickets/kolkata-to-midnapore,Kolkata to Midnapore
Arman Travels,Non AC Seater (2+3),06:50:00,10:45:00,03h 55m,130.0,59 Seats available,2.0,https://www.redbus.in/bus-tickets/kolkata-to-midnapore,Kolkata to Midnapore
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),06:00:00,10:15:00,04h 15m,524.0,11 Seats available,4.5,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),06:00:00,10:15:00,04h 15m,524.0,11 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),06:15:00,10:30:00,04h 15m,524.0,21 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),06:15:00,10:30:00,04h 15m,524.0,21 Seats available,4.4,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),06:30:00,10:45:00,04h 15m,524.0,25 Seats available,3.9,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
Express Line (Karunamoyee),Volvo 9600 A/C Seater (2+2),06:30:00,11:00:00,04h 30m,524.0,19 Seats available,4.6,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
Express Line (Karunamoyee),Volvo 9600 A/C Seater (2+2),06:31:00,11:00:00,04h 29m,524.0,27 Seats available,4.5,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),07:00:00,11:30:00,04h 30m,524.0,18 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),07:00:00,11:30:00,04h 30m,524.0,18 Seats available,4.0,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
Express Line,Volvo 9600 A/C Seater (2+2),07:05:00,11:20:00,04h 15m,524.0,29 Seats available,4.5,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
SBSTC-GARIA - DIGHA - 04:00 (DIGHA DEPOT) - 911,Non AC Seater (2+3),04:00:00,00:00:00,20h 00m,90.0,26 Seats available,4.1,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri
SBSTC-GARIA - DIGHA - 04:30 (DIGHA DEPOT) - 1216,Non AC Seater (2+3),04:30:00,00:00:00,19h 30m,90.0,35 Seats available,4.1,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri
SBSTC-GARIA - DIGHA - 05:00 (DIGHA DEPOT) - 910,Non AC Seater (2+3),05:00:00,00:00:00,19h 00m,90.0,26 Seats available,3.1,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri
SBSTC-BELGHARIA - DIGHA - 05:15 (BEL DEPOT) - 1362,Non AC Seater (2+3),05:15:00,00:00:00,18h 45m,81.0,32 Seats available,4.0,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri
SBSTC-GARIA - DIGHA - 05:30 (FALTA DEPOT) - 2996,Non AC Seater (2+3),05:30:00,00:00:00,18h 30m,90.0,41 Seats available,4.1,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri
SBSTC-BADAMTALA - DIGHA - 05:30 - 905,Non AC Seater (2+3),06:00:00,00:00:00,18h 00m,81.0,31 Seats available,4.9,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri
SBSTC-KOLKATA - DIGHA - 06:00 (HWH DEPOT) - 1001,Non AC Seater (2+3),06:00:00,00:00:00,18h 00m,80.0,41 Seats available,4.1,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri
SBSTC-KOLKATA - DIGHA - 06:30 (HWH DEPOT) - 613,Non AC Seater (2+3),06:30:00,00:00:00,17h 30m,80.0,20 Seats available,4.1,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri
SBSTC-BELGHARIA - DIGHA - 06:30 (BEL DEPOT) - 900,Non AC Seater (2+3),06:30:00,00:00:00,17h 30m,81.0,30 Seats available,3.8,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri
SBSTC-GARIA - DIGHA - 06:30 (FALTA DEPOT) - 909,Non AC Seater (2+3),06:30:00,00:00:00,17h 30m,90.0,49 Seats available,4.8,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri
Aaranyak Travels,A/C Seater (2+3),06:40:00,10:30:00,03h 50m,180.0,28 Seats available,4.7,https://www.redbus.in/bus-tickets/jhargram-to-kolkata,Jhargram to Kolkata
Parameswar Travels,A/C Seater Push Back (2+3),00:35:00,04:45:00,04h 10m,340.0,51 Seats available,3.0,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi)
Snemita Paribahan,Non AC Seater (2+3),05:00:00,08:50:00,03h 50m,198.0,47 Seats available,4.2,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi)
City Express (Snemita),AC Seater (2+3),05:35:00,09:05:00,03h 30m,324.0,20 Seats available,4.4,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi)
SANTOSH BUS SERVICE,AC Seater (2+3),05:55:00,09:50:00,03h 55m,450.0,41 Seats available,3.5,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi)
Snemita Paribahan(Snemita),AC Seater (2+3),05:55:00,09:30:00,03h 35m,338.0,12 Seats available,4.2,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi)
Monikanchan Bus Service,A/C Seater (2+3),07:00:00,10:25:00,03h 25m,338.0,11 Seats available,3.0,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi)
Subhadip Travels(Jagannath),A/C Executive (2+3),08:00:00,11:45:00,03h 45m,315.0,21 Seats available,4.2,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi)
Snemita Paribahan,AC Seater (2+3),06:00:00,09:20:00,03h 20m,320.0,12 Seats available,4.5,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi)
City Express (Maa Chandi),AC Seater (2+3),13:35:00,17:05:00,03h 30m,320.0,20 Seats available,3.7,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi)
City Express,AC Seater (2+3),06:00:00,09:20:00,03h 20m,320.0,22 Seats available,3.2,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi)
RAYAN,A/C Seater / Sleeper (2+1),01:30:00,03:20:00,01h 50m,500.0,37 Seats available,2.4,https://www.redbus.in/bus-tickets/kolkata-to-kolaghat,Kolkata to Kolaghat
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),06:20:00,08:35:00,02h 15m,448.0,10 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Kolkata to Nandakumar (west bengal)
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),06:21:00,08:35:00,02h 14m,448.0,10 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Kolkata to Nandakumar (west bengal)
Basu Travels,A/C Seater / Sleeper (2+2),23:59:00,02:00:00,02h 01m,479.0,34 Seats available,2.8,https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Kolkata to Nandakumar (west bengal)
Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),07:15:00,09:45:00,02h 30m,625.0,14 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Kolkata to Nandakumar (west bengal)
Subhadip Travels(Kojagar),Non AC Seater (2+3),16:50:00,19:15:00,02h 25m,315.0,31 Seats available,4.2,https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Kolkata to Nandakumar (west bengal)
Subhadip Travels(Jagannath),A/C Executive (2+3),08:00:00,10:30:00,02h 30m,315.0,21 Seats available,4.2,https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Kolkata to Nandakumar (west bengal)
Subhadip Travels(Jagannath),A/C Executive (2+3),07:30:00,10:00:00,02h 30m,378.0,21 Seats available,4.2,https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Kolkata to Nandakumar (west bengal)
Subhadip Travels(Radha Gobinda),A/C Seater (2+3),15:25:00,18:30:00,03h 05m,378.0,66 Seats available,4.2,https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Kolkata to Nandakumar (west bengal)
Basu Travels,A/C Seater Push Back (2+3),23:30:00,01:45:00,02h 15m,399.0,20 Seats available,2.8,https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Kolkata to Nandakumar (west bengal)
Basu Travels,A/C Seater Push Back (2+3),23:55:00,02:15:00,02h 20m,375.0,21 Seats available,2.8,https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Kolkata to Nandakumar (west bengal)
Subhadip Travels,A/C Executive (2+3),17:20:00,18:50:00,01h 30m,378.0,46 Seats available,4.2,https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Kolkata to Nandakumar (west bengal)
SBSTC-GARIA - DIGHA - 04:00 (DIGHA DEPOT) - 911,Non AC Seater (2+3),04:00:00,00:00:00,20h 00m,80.0,26 Seats available,4.0,https://www.redbus.in/bus-tickets/kolkata-to-mecheda-west-bengal,Kolkata to Mecheda (West Bengal)
SBSTC-GARIA - DIGHA - 04:30 (DIGHA DEPOT) - 1216,Non AC Seater (2+3),04:30:00,00:00:00,19h 30m,80.0,41 Seats available,4.0,https://www.redbus.in/bus-tickets/kolkata-to-mecheda-west-bengal,Kolkata to Mecheda (West Bengal)
SBSTC-GARIA - DIGHA - 05:00 (DIGHA DEPOT) - 910,Non AC Seater (2+3),05:00:00,00:00:00,19h 00m,80.0,47 Seats available,4.0,https://www.redbus.in/bus-tickets/kolkata-to-mecheda-west-bengal,Kolkata to Mecheda (West Bengal)
SBSTC-BELGHARIA - DIGHA - 05:15 (BEL DEPOT) - 1362,Non AC Seater (2+3),05:15:00,00:00:00,18h 45m,71.0,43 Seats available,4.0,https://www.redbus.in/bus-tickets/kolkata-to-mecheda-west-bengal,Kolkata to Mecheda (West Bengal)
SBSTC-GARIA - DIGHA - 05:30 (FALTA DEPOT) - 2996,Non AC Seater (2+3),05:30:00,00:00:00,18h 30m,80.0,43 Seats available,4.0,https://www.redbus.in/bus-tickets/kolkata-to-mecheda-west-bengal,Kolkata to Mecheda (West Bengal)
SBSTC-BADAMTALA - DIGHA - 05:30 - 905,Non AC Seater (2+3),06:00:00,00:00:00,18h 00m,71.0,34 Seats available,4.0,https://www.redbus.in/bus-tickets/kolkata-to-mecheda-west-bengal,Kolkata to Mecheda (West Bengal)
SBSTC-KOLKATA - DIGHA - 06:00 (HWH DEPOT) - 1001,Non AC Seater (2+3),06:00:00,00:00:00,18h 00m,68.0,45 Seats available,4.0,https://www.redbus.in/bus-tickets/kolkata-to-mecheda-west-bengal,Kolkata to Mecheda (West Bengal)
SBSTC-KARUNAMOYEE - DIGHA - VIA DUNLOP - 06:15 (DIGHA) - 1760,Non AC Seater (2+3),06:15:00,00:00:00,17h 45m,85.0,1 Seat available,4.0,https://www.redbus.in/bus-tickets/kolkata-to-mecheda-west-bengal,Kolkata to Mecheda (West Bengal)
SBSTC-KOLKATA - DIGHA - 06:30 (HWH DEPOT) - 613,Non AC Seater (2+3),06:30:00,00:00:00,17h 30m,68.0,33 Seats available,4.0,https://www.redbus.in/bus-tickets/kolkata-to-mecheda-west-bengal,Kolkata to Mecheda (West Bengal)
SBSTC-KOLKATA - HALDIA - 06:30 (BEL DEPOT) - 557,Non AC Seater (2+3),06:30:00,00:00:00,17h 30m,68.0,47 Seats available,5.0,https://www.redbus.in/bus-tickets/kolkata-to-mecheda-west-bengal,Kolkata to Mecheda (West Bengal)
ISHIKA TRADERS,A/C Seater / Sleeper (2+2),09:30:00,17:20:00,07h 50m,600.0,58 Seats available,2.8,https://www.redbus.in/bus-tickets/digha-to-durgapur,Digha to Durgapur (West Bengal)
ISHIKA TRADERS,A/C Seater / Sleeper (2+2),21:10:00,05:00:00,07h 50m,600.0,62 Seats available,3.6,https://www.redbus.in/bus-tickets/durgapur-to-digha,Durgapur (West Bengal) to Digha
SBSTC-GARIA - DIGHA - 04:00 (DIGHA DEPOT) - 911,Non AC Seater (2+3),04:00:00,00:00:00,20h 00m,108.0,26 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-chandipur-west-bengal,Kolkata to Chandipur (West Bengal)
SBSTC-GARIA - DIGHA - 04:30 (DIGHA DEPOT) - 1216,Non AC Seater (2+3),04:30:00,00:00:00,19h 30m,108.0,41 Seats available,3.8,https://www.redbus.in/bus-tickets/kolkata-to-chandipur-west-bengal,Kolkata to Chandipur (West Bengal)
SBSTC-GARIA - DIGHA - 05:00 (DIGHA DEPOT) - 910,Non AC Seater (2+3),05:00:00,00:00:00,19h 00m,108.0,47 Seats available,2.4,https://www.redbus.in/bus-tickets/kolkata-to-chandipur-west-bengal,Kolkata to Chandipur (West Bengal)
SBSTC-BELGHARIA - DIGHA - 05:15 (BEL DEPOT) - 1362,Non AC Seater (2+3),05:15:00,00:00:00,18h 45m,99.0,43 Seats available,3.8,https://www.redbus.in/bus-tickets/kolkata-to-chandipur-west-bengal,Kolkata to Chandipur (West Bengal)
SBSTC-GARIA - DIGHA - 05:30 (FALTA DEPOT) - 2996,Non AC Seater (2+3),05:30:00,00:00:00,18h 30m,108.0,43 Seats available,3.7,https://www.redbus.in/bus-tickets/kolkata-to-chandipur-west-bengal,Kolkata to Chandipur (West Bengal)
SBSTC-BADAMTALA - DIGHA - 05:30 - 905,Non AC Seater (2+3),06:00:00,00:00:00,18h 00m,99.0,34 Seats available,3.8,https://www.redbus.in/bus-tickets/kolkata-to-chandipur-west-bengal,Kolkata to Chandipur (West Bengal)
SBSTC-KOLKATA - DIGHA - 06:00 (HWH DEPOT) - 1001,Non AC Seater (2+3),06:00:00,00:00:00,18h 00m,96.0,42 Seats available,3.8,https://www.redbus.in/bus-tickets/kolkata-to-chandipur-west-bengal,Kolkata to Chandipur (West Bengal)
SBSTC-KOLKATA - DIGHA - 06:30 (HWH DEPOT) - 613,Non AC Seater (2+3),06:30:00,00:00:00,17h 30m,96.0,33 Seats available,3.8,https://www.redbus.in/bus-tickets/kolkata-to-chandipur-west-bengal,Kolkata to Chandipur (West Bengal)
SBSTC-GARIA - DIGHA - 06:30 (FALTA DEPOT) - 909,Non AC Seater (2+3),06:30:00,00:00:00,17h 30m,108.0,48 Seats available,4.1,https://www.redbus.in/bus-tickets/kolkata-to-chandipur-west-bengal,Kolkata to Chandipur (West Bengal)
SBSTC-BELGHARIA - DIGHA - 06:30 (BEL DEPOT) - 900,Non AC Seater (2+3),06:30:00,00:00:00,17h 30m,99.0,38 Seats available,4.2,https://www.redbus.in/bus-tickets/kolkata-to-chandipur-west-bengal,Kolkata to Chandipur (West Bengal)
SBSTC-KARUNAMOYEE - BANDWAN - VIA - KALAIKUNDA - 04:45 ( - 3800,Non AC Seater (2+3),05:40:00,00:00:00,18h 20m,86.0,49 Seats available,3.5,https://www.redbus.in/bus-tickets/kolkata-to-debra,Kolkata to Debra
SBSTC-KARUNAMOYEE - JHARGRAM - 05:30 (JHRM DEPOT) - 954,Non AC Seater (2+3),06:30:00,00:00:00,17h 30m,88.0,39 Seats available,3.9,https://www.redbus.in/bus-tickets/kolkata-to-debra,Kolkata to Debra
SBSTC-KARUNAMOYEE - MIDNAPUR - 06:00 (MID DEPOT) - 974,Non AC Seater (2+3),07:00:00,00:00:00,17h 00m,88.0,47 Seats available,3.5,https://www.redbus.in/bus-tickets/kolkata-to-debra,Kolkata to Debra
SBSTC-GARIA - JHARGRAM - VIA - MIDNAPUR - 06:15 - 2215,Non AC Seater (2+3),07:30:00,00:00:00,16h 30m,88.0,45 Seats available,3.5,https://www.redbus.in/bus-tickets/kolkata-to-debra,Kolkata to Debra
SBSTC-KOLKATA - MIDNAPUR - 08:00 (MID DEPOT) - 876,Non AC Seater (2+3),08:00:00,00:00:00,16h 00m,88.0,48 Seats available,5.0,https://www.redbus.in/bus-tickets/kolkata-to-debra,Kolkata to Debra
SBSTC-GARIA - JHARGRAM - VIA - MIDNAPUR - 07:00 - 3803,Non AC Seater (2+3),08:25:00,00:00:00,15h 35m,88.0,50 Seats available,3.5,https://www.redbus.in/bus-tickets/kolkata-to-debra,Kolkata to Debra
SBSTC-KOLKATA - MIDNAPUR - 08:45 (MID DEPOT) - 607,Non AC Seater (2+3),08:45:00,00:00:00,15h 15m,88.0,49 Seats available,3.5,https://www.redbus.in/bus-tickets/kolkata-to-debra,Kolkata to Debra
